event_id,transaction_description,transaction_type,iban,counterparty_name,counterparty_iban,amount,currency,transaction_subtype,monetary_account_id,updated_timestamp,place_name,place_address,category,geolocation_latitude,geolocation_longitude,geolocation_altitude,geolocation_radius,user_type,merchant_category_code,tags,opening_periods,number_of_recommendation_total,recommendations_category,categories_friends,url_google_maps,city,country,event_type,inner_id,owner_user_id,.transaction_subtype,number_of_recommendations_total,transaction_subnetype,counterparty_ibank,eventType,counterparty_ibn
9328485283,"BUNQ: JUMBO SUPERMARKETS EINDHOVEN, NL
 in Woenselse Markt, 37, Eindhoven, NL, 5612 CS.",BUNQ,NL09BUNQ2082455574,Jumbo Supermarkets,,-24.88,EUR,WITHDRAWAL,4573826,2023-12-10T10:11:01.724359,Jumbo Woenselse Markt,"Woenselse Markt, 37, Eindhoven, NL, 5612 CS.",GROCERIES,51.458408,5.5215636,0,0,PERSON,5411,"supermarket, store","{'monday': [{'open': 800, 'close': 2100}], 'tuesday': [{'open': 800, 'close': 2100}], 'wednesday': [{'open': 800, 'close': 2100}], 'thursday': [{'open': 800, 'close': 2100}], 'friday': [{'open': 800, 'close': 2100}], 'saturday': [{'open': 800, 'close': 2100}], 'sunday': [{'open': 900, 'close': 2100}]}",0.0,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",https://maps.google.com/?cid=1474227637212727352,Eindhoven,NL,BUNQAction,,102,,,,,,
745984739,"IDEAL: KFC * PENDING Rotterdam, NL
",IDEAL,NL85BUNQ1234678910,KFC * PENDING,,-19.99,EUR,WITHDRAWAL,159,2021-10-10T10:30:15.678345,,,FOOD_AND_DRINK,52.524319,13.4099762,,,COMPANY,5814,"restaurant, fast_food",,,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",,,,iDEALPaymentAction,,334,,,,,,
958745213,"IDEAL: E-Bay Purchase, US
15.28 USD, 1 USD = 0.84237 EUR",IDEAL,NL77BUNQ3025476219,E-Bay,,-12.87,EUR,INVOICE,7851342,2022-03-15T11:18:19.982371,E-Bay,,ONLINE_SHOPPING,51.507222,-0.1275,,,PERSON,5812,"online, shopping",,,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",,,,IdealPaymentAction,,102,,,,,,
839293847,"FIS: STARBUCKS COFFEE LONDON, UK
",FIS,DE33RBOS1234567834561,STARBUCKS COFFEE,,-32.64,EUR,WITHDRAWAL,4639735,2022-01-16T01:12:14.037418,,,FOOD_AND_DRINK,41.904261,12.479498,,,COMPANY,5814,,,,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",,,,FISAction,,569,,,,,,
8896742,"SWIFT: ABC*STORAGE DB BERLIN, DE
",SWIFT,DE82BUNQ2036762314,ABC*STORAGE DB,,-27.9,EUR,WITHDRAWAL,256,2018-05-20T03:24:10.870430,,,RENT_AND_UTILITIES,37.7749,-122.4194,,,COMPANY,,,,,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",,,,SwiftAction,,388,,,,,,
382049286,"PAYMENT: Amazon Marketplace SEATTLE, US
",PAYMENT,US00BNQ1075823198,Amazon Marketplace,,-50.23,USD,SHOPPING,4860138,2022-06-12T07:12:15.403981,Amazon Marketplace,,ELECTRONICS,51.461342,-0.303677,,,COMPANY,5942,"online, marketplace, shopping",,2.0,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 1, 'RECOMMENDED_FOR_FAMILY': 1, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [['Alex', 'PERSON', 1, 'a23fs8d3']], 'RECOMMENDED_FOR_FAMILY': [['Maria', 'PERSON', 1, 'ma89rla6']], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",,,,PaymentAction,,282,,,,,,
8478192781,"PAYMENT: Amazon Purchase Seattle, US
 in Boren Avenue, 440, Seattle, US, 98109.",PAYMENT,NL96AIRB0845089401,Amazon,,-200.12,EUR,PURCHASE,6483149,2023-11-12T12:14:37.685962,Amazon Headquarter,"Boren Avenue, 440, Seattle, US, 98109.",ELECTRONICS,47.6205,-122.3493,0,0,COMPANY,,"store, electronics","{'monday': [{'open': 800, 'close': 1800}], 'tuesday': [{'open': 800, 'close': 1800}], 'wednesday': [{'open': 800, 'close': 1800}], 'thursday': [{'open': 800, 'close': 1800}], 'friday': [{'open': 800, 'close': 1800}], 'saturday': [], 'sunday': []}",2.0,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 1, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 1, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [['James Smith', 'PERSON', 1, 'jsmith123']], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [['Corporate Corp', 'COMPANY', 1, 'ccorp987']], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",https://maps.google.com/?cid=9019837476169857432,Seattle,US,PurchaseAction,,336,,,,,,
2052647823,Payment request from Tax Authority collecting for Tax Authority (Tax Authority collecting for Tax Authority) to Organization for Humanity (Humanity Organization) with description 8912645025876490 0088420476013859 Payment payroll tax 2024-2 Tax Authority. in US.,PAYMENT,US50BUNQ3059584052,Tax Authority collecting for Tax Authority,,-4289.0,USD,REQUEST,6359274,2024-03-24T11:25:14.309704,Tax Authority,US.,PAYROLL,38.1074202,-122.5697031,,,COMPANY,,,,,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",,,,RequestResponse,,771,,,,,,
3645291,JAN SMITH WISE transfer: 1245000263985743,WISE,US57BANK305118342,JAN SMITH,US40CHASE0940918367,749.56,USD,TRANSFER PAYMENT,283,2020-04-05T07:14:32.450612,,,RENT_AND_UTILITIES,39.739236,-104.990251,,,COMPANY,,,,,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",,,,BankWireTransfer,,388,,,,,,
8392847283,3928302938429301,MASTERCARD,DE07BUNQ3085947215,Amazon,DE56INGB0012345678,-200.0,EUR,CARD PAYMENT,4895923,2024-08-18T11:45:29.562176,Amazon Office,"Krausenstrasse 9-10, Berlin",SHOPPING,52.52,13.405,35.0,1000.0,COMPANY,5411,"shopping, online, ecommerce, electronics",,36.0,"{'PENDING': 5, 'SKIPPED': 3, 'NOT_RECOMMENDED': 1, 'RECOMMENDED_UNCATEGORIZED': 12, 'RECOMMENDED_FOR_BUSINESS': 9, 'RECOMMENDED_FOR_FAMILY': 2, 'RECOMMENDED_FOR_DATE': 2, 'RECOMMENDED_FOR_MYSELF': 1, 'RECOMMENDED_FOR_FRIENDS': 1}","{'PENDING': [['Mark', 'COMPANY', 3, 'UUID-1'], ['Emily', 'PERSON', 2, 'UUID-2']], 'SKIPPED': [['Jenny', 'COMPANY', 3, 'UUID-3']], 'NOT_RECOMMENDED': [['Kate', 'PERSON', 1, 'UUID-4']], 'RECOMMENDED_UNCATEGORIZED': [['Sophie', 'PERSON', 5, 'UUID-5'], ['John', 'COMPANY', 7, 'UUID-6']], 'RECOMMENDED_FOR_BUSINESS': [['Dan', 'COMPANY', 5, 'UUID-7'], ['Sarah', 'PERSON', 4, 'UUID-8']], 'RECOMMENDED_FOR_FAMILY': [['Mike', 'PERSON', 1, 'UUID-9'], ['Lauren', 'PERSON', 1, 'UUID-10']], 'RECOMMENDED_FOR_DATE': [['Oliver', 'PERSON', 2, 'UUID-11']], 'RECOMMENDED_FOR_MYSELF': [['Emma', 'PERSON', 1, 'UUID-12']], 'RECOMMENDED_FOR_FRIENDS': [['Oscar', 'PERSON', 1, 'UUID-13']]}",https://goo.gl/maps/AmazonBerlin,Berlin,Germany,Payment,2394872948,388,,,,,,
319292019,"IDEAL Purchase: Amazon Services 8888024356, UK
11383.11 USD, 1 USD = 0.854234 GBP in UK.",PURCHASE,NL72BUNQ2032146728,,,4187.59,GBP,FULL,289,2022-08-01T04:24:03.342814,Amazon,UK.,ELECTRONICS,51.5147932,-0.1493401,,,COMPANY,,,,,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",,,,iDealPurchase,,137,,,,,,
749382429,"PAYMENT: Blues Cafe MELBOURNE, AU
 in Whyte Ave, Melbourne, AU, 6785.",PAYMENT,AU34BUNQ7643225648,Blues Cafe,,-46.25,AUD,BILLING,257,2020-05-17T08:14:15.912315,Blues Cafe,"Whyte Ave, Melbourne, AU, 6785.",FOOD_AND_DRINK,-37.8136,144.9631,0,0,PERSON,5814,"cafe, bar, live_music",,,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",,,,PaymentAction,,137,,,,,,
987454980,Invoice Number 20430918,SWIFT,US89BUNQ4086807218,Bloomfield Entities,US40CITI0956903058,-10500.0,USD,WITHDRAWAL,4960430,2022-11-13T10:30:45.748407,,,BUSINESS_EXPENSES,51.922395,4.480768,,,COMPANY,,,,,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",,,,Payment,976502109,558,,,,,,
5349067454,Invoice number 64530221/9833079,WISE,UK57BUNQ3026878198,Z Consultants and Accountants,UK24BUNQ4065184756,-15895.13,GBP,TRANSFER PAYMENT,6789938,2024-12-21T18:32:45.389546,,,PROFESSIONAL_SERVICES,35.1107,-106.61,,,COMPANY,,,,,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",,,,Payment,2096734568,334,,,,,,
783920777,BUSINESS SUBSCRIPTION,FIS,BE12BUNQ5678399389,BALANCE BV,BE94ABNB0254876589,4729.2,EUR,BILLING,893,2022-12-11T08:54:28.934292,Sparkle Tech Industries,"Hansenstraat 12, 3001 Heverlee, Belgium",SUBSCRIPTIONS,50.861912,4.68506,100,500,COMPANY,4814,"technology, subscription, business",Mon-Fri 9:00-18:00,21.0,"{'PENDING': 2, 'SKIPPED': 0, 'NOT_RECOMMENDED': 1, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 15, 'RECOMMENDED_FOR_FAMILY': 2, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 1}","{'PENDING': [['John Doe', 'PERSON', 1, '11456']], 'SKIPPED': [], 'NOT_RECOMMENDED': [['Jane Smith', 'PERSON', 1, '98721']], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [['Robert Johnson', 'COMPANY', 7, '74123'], ['Emma Davis', 'PERSON', 5, '74523'], ['William Thompson', 'COMPANY', 3, '85235']], 'RECOMMENDED_FOR_FAMILY': [['Ethan Taylor', 'PERSON', 2, '75316']], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': [['Sophia Martinez', 'PERSON', 1, '12345']]}",https://goo.gl/maps/H5JWEeGraKovutQ37,Leuven,Belgium,Payment,437828942,336,,,,,,
2388625041,Transfer to World Health Organization,SWIFT,UK83BUNQ3340056724,Sarah,UK39BUNQ2034226251,-22000.0,GBP,TRANSFER PAYMENT,201548,2023-12-10T14:36:47.880405,,,CHARITY,52.3702157,4.8951679,,,COMPANY,,,,,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",,,,Payment,1807101899,207,,,,,,
2245643343,PAYROLL DEPOSIT,IDEAL,GB82LOYD60837191587432,CAPITAL VENTURES,DE75512108001245126199,150000.0,GBP,PAYMENT,4928741,2024-02-01T10:16:27.062719,,,PAYROLL,53.4808,-2.2426,,,PERSON,,,,,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",,,,Payment,2194728312,282,,,,,,
2369876548,Direct Transfer,PAYMENT,NL05PAYD4568901234,Atomic Particles B.V.,NL76PAYT5678901234,205000.0,EUR,TRANSFER PAYMENT,4857643,2024-11-25T14:36:43.450399,,,BUSINESS_EXPENSES,51.511027,-0.12819,,,PERSON,,,,,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",,,,Payment,2543645792,569,,,,,,
235348343,Invoice 74533,BUNQ,DE45BUNQ9934543488,Langer Construction,DE23BUNQ9554398765,-12030.7,EUR,PAYMENT,45399375,2022-09-12T18:05:23.912345,,,PROFESSIONAL_SERVICES,41.89652,12.4701,,,COMPANY,,,,,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",,,,Payment,873524373,137,,,,,,
7456866342,Invoice ID: Maxworks-invoice-2027-526 BWorks for Business - marketing and brand strategy - invoice 1/3,WISE,DE42BUNQ3066523184,Maxworks GmbH,DE18ABNA0527353219,-18500.0,EUR,TRANSFER PAYMENT,5268421,2027-04-25T14:23:51.362718,,,BUSINESS_EXPENSES,51.517463,-0.12759199999999998,,,COMPANY,,,,,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",,,,Payment,1924574062,388,,,,,,
419584985,,MASTERCARD,FR12BUNQ3016113548,M. Dupont,FR65BUNQ3016119273,500.0,EUR,BILLING,3090,2021-05-15T14:27:40.234445,,,RENT_AND_UTILITIES,52.231587,6.8966001,,,COMPANY,,,,,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",,,,Payment,489069471,558,,,,,,
248508973,"FIS: LIDL 1023 CLEARWATER, US
 in GULF TO BAY BLVD 2495, Clearwater, US, 33765.",FIS,US98LIDL3095802618,Lidl,,-23.57,USD,WITHDRAWAL,259,2019-08-04T10:45:13.605406,Lidl,"GULF TO BAY BLVD 2495, Clearwater, US, 33765.",UNCATEGORIZED,27.965853,-82.80010300000001,0,0,COMPANY,5411,grocery_store,,,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",,,,MasterCardAction,,102,,,,,,
392479812,B. Johnston,SWIFT,UK82BNKQ3016214598,swift,UK98BNKQ3016206893,-1.7000000000000002,GBP,TRANSFER PAYMENT,295,2021-08-15T14:42:35.879162,,,BUSINESS_EXPENSES,41.9043645,12.4943741,,,COMPANY,,,,,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",,,,Payment,435478624,558,,,,,,
